x1,x2,x3,x4,x5,response
1,0,44.12041768,1,A,0
0,0,45.64789553,0,A,0
0,0,41.23626472,0,B,0
0,0,53.50379572,1,B,0
0,0,66.96189803,1,B,1
0,0,46.26496646,1,B,0
0,0,41.52576504,0,B,0
0,0,60.30052515,0,A,0
1,0,33.80428935,1,A,0
0,0,40.65721995,0,A,0
0,1,66.65125125,1,A,1
1,0,36.37197428,1,A,0
0,0,50.92882924,0,B,0
0,0,39.86423467,0,B,0
0,1,44.55084578,0,A,0
1,1,61.29247699,1,B,1
0,0,49.26821203,0,B,0
0,0,47.08408125,0,B,0
1,0,58.97650804,1,B,1
0,1,55.94919049,0,A,0
1,1,60.24562165,0,B,0
1,0,55.25957616,1,B,1
0,1,55.15298899,0,A,0
1,1,64.83156288,1,B,1
0,0,56.05811032,0,B,0
1,1,47.83832131,1,A,0
1,0,59.60462442,1,B,1
1,0,71.37091285,1,B,1
0,0,44.10827203,0,A,0
0,0,48.21373618,1,B,0
0,1,52.29727996,0,B,0
0,0,59.49064417,0,A,0
1,0,65.05740221,0,A,0
0,1,36.20053507,1,B,0
1,1,46.40950443,1,B,0
1,1,45.35477967,1,A,0
0,1,58.89455797,1,A,0
0,0,43.52009385,0,A,0
1,0,54.19218889,0,A,0
1,0,41.75745679,0,B,0
0,0,53.83966037,0,A,0
0,0,59.84791469,0,B,0
1,0,58.28592466,1,A,1
1,0,55.85404664,0,B,0
1,1,71.49672787,0,A,0
1,1,45.93797762,1,B,0
1,0,42.34111278,1,A,0
0,0,50.71526213,1,B,0
1,0,68.93565287,1,A,1
1,0,57.79107196,0,A,0
0,0,34.09952374,1,A,0
0,0,51.45045113,1,B,0
0,0,56.91468683,0,A,0
1,0,60.57329588,0,B,0
0,0,47.86501184,0,B,0
0,0,46.64183548,0,B,0
0,0,43.55123844,1,A,0
0,0,57.89839404,0,A,0
1,0,62.12393141,0,A,0
0,0,49.64727548,0,A,0
0,0,64.81484406,0,B,0
0,1,60.85303558,0,B,0
0,0,51.16279214,1,A,0
1,0,52.16310518,1,A,1
0,0,54.70822997,1,B,0
0,0,30.59066058,1,A,0
0,0,51.35091348,0,B,0
1,0,60.84591191,1,B,1
1,0,49.95504302,0,B,0
1,0,65.75553736,0,A,0
1,0,54.57559354,0,B,0
0,0,61.18098948,1,B,0
0,0,46.84737421,0,B,0
1,1,42.06516454,0,B,0
1,0,56.451641,1,A,1
1,0,60.06590589,0,B,0
1,0,52.92677125,0,B,0
0,1,51.59030248,0,A,0
1,0,56.7959866,1,B,1
1,1,61.19376917,0,B,0
0,0,43.36010837,0,B,0
1,0,44.31191343,0,A,0
1,0,48.86576892,0,B,0
1,0,26.27489837,0,B,0
1,0,47.67828193,0,A,0
1,0,41.60873478,0,A,0
0,1,54.67979952,0,A,0
1,0,61.38844141,0,B,0
0,1,48.29493686,0,A,0
0,1,48.77157594,0,B,0
0,0,58.06174141,1,A,1
1,0,50.76882593,0,B,0
1,0,45.3065387,0,B,0
0,0,40.24883787,0,A,0
0,1,57.60775856,0,A,0
0,1,39.07087759,1,B,0
1,1,43.04344427,1,A,0
1,0,37.43917116,0,A,0
1,0,64.32295929,1,B,1
0,0,55.82724957,0,A,0
0,0,46.8383116,1,A,0
1,0,71.01712349,1,B,1
1,1,51.67846061,0,A,0
0,1,65.35393799,0,B,0
1,1,43.79975059,0,B,0
0,0,42.20060081,0,A,0
0,0,57.37793846,0,B,0
1,0,43.17052499,0,A,0
1,0,43.56402458,0,A,0
1,0,56.32566411,1,B,1
0,0,42.36779139,0,A,0
0,0,45.86575342,1,B,0
0,0,34.91521314,0,A,0
0,0,57.58588104,0,A,0
0,0,80.77341779,0,A,0
1,0,53.68448832,0,B,0
1,0,44.99172583,0,B,0
1,0,37.15040932,0,A,0
0,0,30.24511393,0,B,0
1,0,60.41565218,1,A,1
0,0,56.48496728,0,B,0
0,0,47.79559378,0,B,0
0,1,57.21988376,0,B,0
1,1,41.33813336,0,B,0
0,0,39.22671028,0,B,0
1,0,50.83577758,0,A,0
1,0,48.46746567,0,B,0
0,0,65.59612021,0,B,0
1,0,50.76908888,1,A,1
1,0,42.45875287,1,B,0
0,0,32.99145441,0,A,0
1,0,51.80146653,0,A,0
1,0,50.18500556,0,A,0
0,0,48.68548245,1,A,0
1,1,51.79576213,1,B,0
1,0,49.32261328,0,B,0
1,0,50.27949612,0,B,0
1,0,51.19151134,0,A,0
1,0,63.78896448,1,B,1
0,1,58.17276106,0,A,0
0,0,60.03615613,1,A,1
0,0,33.53954334,0,A,0
0,0,54.11201486,0,A,0
0,0,39.42998844,0,A,0
0,0,42.63710122,0,B,0
0,0,54.93940233,0,B,0
0,0,65.0691459,0,A,0
0,1,52.79228713,1,B,0
1,0,51.47430858,1,B,0
1,0,50.61459163,1,B,0
1,0,65.21021827,1,A,1
1,0,41.36059372,0,A,0
0,0,59.99661596,1,A,1
0,0,33.06089061,0,A,0
0,0,61.09479594,0,A,0
0,1,33.5996446,0,A,0
1,0,64.11951419,1,A,1
1,0,62.35286412,0,A,0
1,0,70.60889875,0,B,0
0,0,58.63409601,1,A,1
1,0,51.00956481,0,A,0
1,0,50.7605713,1,A,0
1,1,50.84010908,0,B,0
0,0,41.14756298,1,B,0
0,0,74.49754552,1,A,0
0,1,58.49732696,0,A,0
1,0,43.95420922,0,B,0
1,1,50.39463031,1,B,0
1,0,58.32151398,0,B,0
1,1,51.16251291,0,B,0
1,0,64.99273287,1,B,0
1,0,60.4178094,1,A,1
1,1,58.97888324,1,A,1
1,0,69.52906868,0,B,0
1,0,52.47241036,0,B,0
1,0,40.2508494,0,B,0
0,1,37.88781975,0,A,0
0,0,35.22717106,0,B,0
1,0,62.98980982,1,A,1
0,0,48.74839504,0,B,0
1,1,69.8227873,0,B,0
1,0,47.96341418,0,B,0
0,0,54.60465063,0,A,0
1,0,61.33848687,1,B,1
0,0,51.66964473,0,A,0
0,0,43.39256317,0,A,0
0,0,49.06479501,0,A,0
0,1,39.95862784,0,A,0
0,0,58.60487658,1,A,0
1,0,69.5504553,1,B,1
0,0,52.99533873,0,B,0
0,0,45.29604865,1,B,0
1,0,62.68988885,1,A,1
1,0,57.88842108,1,A,1
1,0,63.16223398,1,B,1
1,0,60.72285919,0,B,0
0,0,49.83264677,0,A,0
0,0,55.21030488,0,B,0
1,0,53.07640781,1,B,0
0,0,53.71742499,0,B,0
0,0,37.78386729,1,B,0
0,1,47.44216136,0,A,0
1,1,62.68440417,1,B,1
0,0,55.65393899,1,A,0
1,0,44.76284252,0,A,0
1,0,57.30317734,0,B,0
0,0,36.30538059,0,A,0
0,1,45.10505822,0,A,0
0,1,51.20188132,0,A,0
0,0,84.36428373,0,B,0
1,0,37.13500158,0,A,0
0,0,56.31583502,1,A,1
1,0,48.13936227,1,B,0
0,0,39.67703574,0,A,0
0,0,53.46986125,0,B,0
0,0,48.41525941,1,A,0
0,0,36.82638916,0,B,0
1,0,36.34380278,0,B,0
1,0,47.47031222,1,B,0
1,0,58.62375199,1,B,1
0,0,54.93607265,0,B,0
0,0,60.0045461,0,A,0
0,0,47.65842965,1,B,0
1,0,42.09446058,0,A,0
0,1,40.57774358,0,B,0
1,0,69.59805031,0,A,0
0,0,42.42224783,0,B,0
0,1,35.44945257,0,B,0
1,0,43.56785366,0,A,0
1,0,40.50566796,0,B,0
0,0,53.80681187,0,B,0
0,0,45.95600752,0,A,0
1,0,48.56802893,0,B,0
1,0,46.30250418,0,A,0
1,1,64.8327414,1,A,1
1,0,65.36753882,1,B,1
1,0,56.95291828,0,A,0
1,0,51.02683792,0,A,0
1,0,47.10948771,0,A,0
0,0,45.75673067,0,B,0
1,0,46.40260566,1,B,1
0,0,47.15079355,0,B,0
1,1,50.9300738,1,B,1
0,1,44.98656836,0,A,0
1,0,42.80844901,0,A,0
1,1,54.57740015,0,A,0
1,1,45.98072117,0,A,0
0,0,21.01351217,0,B,0
1,0,62.94084428,1,B,1
0,0,49.42945339,0,B,0
1,0,57.4954744,1,A,1
0,0,35.1852395,0,A,0
0,1,46.56274587,0,A,0
1,0,57.03526719,1,B,1
0,0,43.13471683,0,B,0
1,0,54.69770642,0,B,0
0,1,45.8970551,0,A,0
1,0,39.83488546,1,B,0
0,0,41.92350048,0,A,0
0,0,42.50705328,0,A,0
1,0,49.96154616,0,B,0
0,0,50.73694623,1,A,0
1,0,70.87718148,1,A,0
1,0,51.14748594,0,B,0
0,1,63.72854752,0,B,0
1,0,36.43586424,0,A,0
0,0,54.56100276,0,A,0
1,0,50.47047126,0,B,0
0,1,52.92305415,0,B,0
1,1,59.31567742,1,A,1
1,0,60.07619655,0,A,0
1,0,44.76691203,0,B,0
1,0,49.25503312,0,B,0
1,0,59.85653252,0,A,0
1,0,54.85953613,1,A,1
0,0,67.85351832,0,A,0
1,1,60.18854386,0,B,0
1,0,53.14014017,1,A,1
1,0,74.86467854,1,B,1
1,0,54.16885249,0,A,0
0,0,32.48654027,0,B,0
1,0,50.49556853,1,A,0
0,0,39.23392704,0,B,0
0,1,45.46845109,0,A,0
0,0,46.33485982,1,B,0
1,0,55.0732225,0,A,0
1,0,37.43792902,0,A,0
1,0,63.16353665,1,A,1
1,0,44.94961658,0,B,0
1,0,54.84666187,1,A,0
1,0,65.60789548,0,B,0
1,0,62.97859646,0,B,0
0,0,59.81788052,0,A,0
1,0,55.41819469,1,B,0
0,1,46.87541678,0,A,0
1,1,64.58675019,1,B,1
1,0,45.1365928,0,A,0
0,0,50.50176573,0,B,0
1,0,45.99341047,0,B,0
1,0,58.61039558,1,A,1
1,1,48.85666343,0,B,0
1,1,51.92924809,0,A,0
1,0,57.21939771,1,B,1
1,0,41.18619324,0,A,0
0,0,41.02008687,1,B,0
1,1,64.68893974,0,A,0
1,0,43.452639,0,B,0
1,0,66.6190431,1,A,1
0,0,51.65498427,0,B,0
1,0,60.37331315,1,B,1
0,0,55.96999591,0,B,0
0,0,62.36575743,0,A,0
0,1,53.6705354,0,B,0
0,0,63.99735471,0,A,0
0,0,24.41098463,0,B,0
1,0,52.75556915,0,A,0
1,0,54.30361048,0,A,0
0,1,45.58310671,0,A,0
1,1,46.59292755,0,A,0
1,0,50.29200452,1,B,0
1,0,56.28175543,0,A,0
0,0,42.90779394,0,B,0
0,0,51.46422203,0,A,0
1,0,57.99502633,1,B,1
1,1,56.06801882,0,A,0
0,1,39.18469285,0,A,0
1,0,49.40292723,0,A,0
1,1,47.73934722,0,A,0
1,1,27.50392166,0,A,0
0,1,60.81085862,0,A,0
0,0,55.9605914,1,B,0
0,0,52.55849349,0,B,0
1,0,64.58159369,1,B,1
0,0,52.83839697,0,A,0
1,0,53.5652825,0,A,0
0,0,50.55709555,0,B,0
0,0,28.45552712,1,A,0
1,0,49.13671288,0,B,0
1,1,70.77183035,1,A,1
0,0,58.73711191,1,A,0
1,0,56.97328969,0,B,0
0,0,62.13040689,0,A,0
0,1,44.09650554,1,A,0
0,0,55.96890983,1,B,0
0,0,53.74697265,0,B,0
0,0,53.8525984,1,A,0
0,0,38.90361146,0,B,0
0,0,41.04133229,0,A,0
1,0,50.55791227,0,B,0
0,0,51.5381245,0,A,0
1,0,50.63798384,0,A,0
0,1,51.44499908,0,A,0
1,0,60.99733075,0,B,0
1,0,65.06424975,1,B,1
0,1,27.43751262,0,B,0
1,0,66.69202387,1,B,1
0,0,66.717771,1,A,1
0,0,54.67709395,0,B,0
0,0,53.88530515,0,B,0
0,0,59.18698864,0,B,0
0,0,53.59195145,0,A,0
0,0,52.39131696,0,B,0
0,1,48.58723308,0,A,0
1,1,31.19672942,0,A,0
0,0,54.09913977,1,B,1
1,0,30.71704308,0,A,0
1,0,62.71355221,1,B,1
1,0,61.04215696,1,A,1
0,0,55.61147672,0,A,0
0,0,57.53666978,0,A,0
0,0,49.25602933,0,B,0
1,0,65.00526408,1,B,1
0,0,48.76809657,0,A,0
1,0,56.54244537,0,B,0
0,0,52.89389246,0,A,0
1,0,48.89373282,0,B,0
0,0,54.95632793,0,A,0
0,0,57.82615431,0,B,0
1,0,47.66701657,0,B,0
1,0,58.0547773,0,B,0
1,0,53.79922615,1,A,1
0,0,48.67700671,0,B,0
1,0,49.60581466,0,B,0
1,0,48.44778512,0,B,0
1,0,51.38476919,0,A,0
1,0,50.35123699,1,A,0
1,0,57.18715634,1,A,1
1,0,58.2334545,1,A,1
0,0,53.20741933,1,B,0
0,1,49.65565113,0,A,0
0,0,56.65664115,1,B,0
1,0,47.22638691,0,A,0
1,0,44.75017557,0,A,0
0,0,55.00137195,0,B,0
1,0,55.76045765,0,A,0
0,0,52.55039572,0,A,0
0,0,38.52396767,0,A,0
0,0,45.35632073,0,B,0
0,0,57.55817702,0,A,0
0,0,59.0419446,0,A,0
0,1,53.0246459,0,B,0
1,1,60.08014466,0,A,0
0,0,60.3554555,0,A,0
1,0,57.14861431,0,B,0
0,0,55.46236612,0,A,0
1,1,50.03878044,0,B,0
0,1,52.48246458,1,B,1
1,0,46.06258996,0,B,0
0,0,41.19182441,0,B,0
0,0,48.08983532,0,B,0
1,0,58.55592649,0,B,0
1,0,67.34221551,0,A,0
0,0,66.21424237,1,A,1
1,0,62.98165581,0,B,0
0,1,48.02866009,0,A,0
0,1,51.69384879,0,A,0
1,0,66.5321196,1,A,1
1,0,47.94249697,1,A,0
1,0,35.12821368,0,B,0
1,0,42.98755896,1,B,0
1,0,53.34686978,0,A,0
0,0,59.09660734,1,B,0
1,0,56.30909929,0,B,0
0,1,45.54030524,0,A,0
1,0,58.98063566,1,B,1
0,1,41.33921749,1,A,0
0,0,34.61996196,0,B,0
1,1,50.19404953,0,B,0
1,1,50.09858888,1,A,0
0,0,52.89780962,0,A,0
0,0,42.78773452,0,A,0
1,1,48.50538763,0,B,0
0,1,59.91521067,0,B,0
0,0,50.9680825,0,B,0
1,0,63.35758587,1,B,1
0,0,53.16089237,0,A,0
0,0,52.9170501,0,A,0
0,1,50.64461409,0,A,0
0,0,54.32768741,0,B,0
1,0,51.69295612,0,B,0
0,0,54.21212465,0,A,0
0,0,40.9068995,0,B,0
0,0,58.97987498,1,B,1
0,0,54.5527586,1,A,1
0,0,42.45013975,0,A,0
1,0,54.64292557,0,A,0
0,0,54.08571994,1,A,0
1,0,56.7880833,1,A,1
1,0,50.8005205,0,B,0
1,0,57.40060378,1,A,1
0,0,63.63273427,1,B,0
0,0,61.62388164,0,A,0
0,0,53.81027752,0,A,0
1,1,50.22862423,0,B,0
0,0,52.43722075,0,B,0
0,1,51.97284188,0,B,0
0,0,64.51612499,0,A,0
0,0,46.99640722,0,A,0
0,0,68.3077371,0,A,0
1,0,54.87325018,0,B,0
1,1,58.24179985,1,A,1
0,0,52.87164042,1,B,1
1,0,52.70002341,0,A,0
0,1,44.79343579,0,A,0
0,1,47.48385584,0,B,0
0,1,41.66540678,0,B,0
1,0,60.44135963,0,A,0
1,0,38.84117405,0,A,0
0,0,52.41217899,0,A,0
1,1,40.64923329,0,B,0
1,1,47.33568478,1,B,0
0,0,51.15711313,1,A,1
0,0,36.26118946,0,B,0
1,0,51.51184332,0,B,0
0,0,44.92137103,1,B,0
0,0,65.60919979,1,A,1
0,0,44.02229485,0,A,0
0,0,61.02506427,0,A,0
1,0,61.77888218,1,B,1
1,0,65.01007185,1,A,1
0,0,49.66011333,0,B,0
0,1,54.02061011,0,A,0
0,0,50.51722479,0,A,0
0,0,35.57906691,0,A,0
1,0,57.12723586,1,B,1
1,1,48.1571656,0,A,0
1,1,41.69729877,0,B,0
0,0,68.79842495,1,A,0
1,0,64.65416961,1,B,1
0,0,47.06440933,0,B,0
0,0,59.91314095,0,B,0
0,0,57.50125747,0,A,0
1,0,63.63432103,0,B,0
1,1,52.47535371,0,A,0
1,0,54.05981897,1,B,1
1,1,62.56014123,0,A,0
1,0,53.05306976,0,A,0
1,0,58.25273026,1,A,1
1,0,62.96563614,1,A,1
1,1,69.7609519,0,B,0
0,0,52.38113554,0,B,0
0,0,49.66405435,0,A,0
0,0,74.18046364,0,A,0
1,0,54.25667742,1,A,1
1,0,34.05326599,0,A,0
0,0,41.48486541,0,B,0
1,1,38.02841678,0,A,0
1,0,46.21442983,1,A,0
0,0,44.96400994,1,B,0
0,0,59.67519951,1,B,1
1,0,62.44856632,1,B,0
0,0,47.45945708,0,A,0
1,0,52.28426999,1,A,0
0,0,47.55172497,0,A,0
1,1,54.42903255,0,A,0
1,0,68.92648247,0,A,0
0,0,31.82509773,0,B,0
0,1,50.16498187,0,B,0
1,0,49.97256017,0,A,0
0,0,41.90365864,0,A,0
1,0,57.74863602,1,A,1
0,1,38.4408313,0,B,0
0,0,53.11433143,0,A,0
0,0,50.41223717,1,B,0
0,0,41.8152683,1,B,0
1,0,28.25978674,0,A,0
1,0,57.70417657,1,A,1
1,1,60.16685863,0,B,0
0,0,73.60583903,0,A,0
1,1,43.2159015,0,A,0
0,0,59.70636533,0,B,0
0,1,47.20334751,1,A,0
0,0,67.04235493,0,A,0
0,0,56.43584692,0,B,0
0,0,46.95188978,0,A,0
0,0,53.32175496,0,A,0
0,0,43.82299044,0,A,0
1,1,45.0832299,0,A,0
1,0,59.01225554,1,A,1
0,0,51.25831721,0,A,0
1,0,46.27780592,0,B,0
1,0,49.49634774,0,B,0
1,1,66.21291868,1,A,1
0,1,53.67468626,0,B,0
0,0,37.30493091,0,A,0
0,1,48.83410365,0,B,0
1,0,49.96880918,0,A,0
1,0,36.39001983,0,A,0
0,1,34.78882347,0,B,0
0,0,39.38775399,0,A,0
0,0,59.33871425,0,A,0
0,0,54.61378017,0,B,0
0,0,45.8818668,0,A,0
1,0,55.96221159,0,B,0
0,1,44.28419106,0,B,0
0,0,61.45219674,1,A,1
1,0,61.20675085,1,A,1
0,0,45.15508171,0,A,0
0,0,59.68287134,1,A,1
0,1,59.45910778,0,B,0
1,0,51.23095105,0,B,0
0,1,43.63970874,0,A,0
1,1,55.62639571,0,B,0
1,0,66.45187446,1,A,1
1,1,62.53048608,0,A,0
0,0,56.79547576,0,B,0
0,1,55.91982427,1,A,1
0,0,30.63518813,0,A,0
0,0,43.52825911,1,A,0
1,0,54.88547738,1,A,1
1,0,58.31548172,0,A,0
0,1,49.43700093,0,A,0
1,0,54.02318116,1,A,0
1,1,58.4206769,1,B,1
1,1,35.64974211,0,A,0
0,0,57.79444088,1,B,0
1,1,57.91908669,0,A,0
1,0,46.46131361,0,A,0
1,1,57.71873903,1,B,1
1,0,42.40044769,0,B,0
1,0,61.77303055,0,A,0
1,0,59.34832548,1,A,0
0,0,43.18467214,0,B,0
0,0,57.17872617,1,B,1
1,1,52.98386019,1,B,0
0,0,60.85770442,0,A,0
0,1,42.15710401,1,A,0
1,1,45.34892108,1,A,0
1,0,69.66765256,0,A,0
0,0,61.21707747,1,B,0
0,0,53.25487773,1,B,0
1,0,42.03112409,0,B,0
0,1,39.80101005,0,A,0
0,0,52.22629508,0,B,0
1,0,51.50881125,0,A,0
0,1,55.75181442,0,A,0
0,1,50.20595971,1,B,0
0,0,43.62528377,0,A,0
0,0,40.72675108,0,A,0
1,0,37.59635075,0,B,0
1,1,64.42522462,1,A,1
0,1,40.06203262,0,A,0
0,0,45.37584055,1,B,0
0,1,65.70898074,0,B,0
1,1,54.86216076,0,A,0
0,1,55.29750691,0,A,0
1,0,48.83709696,0,A,0
0,0,27.222597,0,A,0
1,0,60.74286468,1,A,1
1,0,64.25556836,0,B,0
0,0,49.42002216,1,B,0
1,0,52.95452316,1,A,1
1,0,66.46021179,1,A,1
1,0,61.35685535,0,A,0
1,0,50.02786261,0,B,0
1,0,54.25300271,0,B,0
0,1,37.37985918,0,A,0
0,1,59.281295,1,B,0
0,0,81.13740165,0,B,0
0,0,56.73036052,0,B,0
1,0,45.93700674,0,A,0
0,1,72.03151934,0,B,0
1,1,33.08477568,0,B,0
1,0,63.87971435,0,A,0
0,0,52.91179379,1,A,0
1,0,52.93113176,0,B,0
1,0,55.59178653,1,A,0
1,0,39.32574055,0,B,0
0,1,54.15692673,0,A,0
1,0,62.21349421,1,A,1
1,0,38.86761203,0,B,0
0,0,51.25958267,0,A,0
1,0,61.53965559,1,A,1
1,0,35.26242889,0,B,0
1,1,64.19494533,1,A,1
0,1,39.85729055,0,B,0
0,0,56.49491568,0,B,0
1,1,51.54383692,0,B,0
0,0,62.75293962,0,B,0
0,0,55.50413452,0,B,0
1,1,44.90800715,0,A,0
0,0,47.07424859,0,B,0
0,0,44.6649804,1,B,0
0,0,50.61789576,0,A,0
0,0,55.03416174,0,B,0
1,0,48.17138501,1,A,0
1,0,41.39815605,0,B,0
0,0,47.80724268,1,A,0
1,1,66.38106702,1,A,1
0,0,33.89242039,0,B,0
0,0,52.48455167,0,B,0
1,1,54.42449572,0,A,0
0,0,53.30557263,0,B,0
0,0,43.98630058,1,A,0
0,0,30.49829177,1,A,0
0,0,51.11003633,0,B,0
1,0,50.14220168,0,B,0
0,0,53.58909356,0,A,0
0,0,53.12094325,0,B,0
0,0,57.37367963,0,B,0
1,0,43.64019423,0,A,0
0,0,32.34993857,0,A,0
0,0,55.31714808,0,B,0
0,0,60.45452383,0,B,0
0,0,57.03305626,0,A,0
0,0,59.28185401,1,A,0
1,0,68.40136679,0,B,0
1,0,69.88206776,1,A,1
0,1,63.22693319,0,A,0
1,1,47.090501,0,A,0
1,0,50.54783287,0,B,0
0,1,59.83690386,1,B,1
1,0,50.83405915,0,A,0
0,0,54.653063,0,B,0
1,0,52.18039314,0,B,0
0,0,51.61994956,0,B,0
1,0,48.29821771,1,A,1
0,0,58.38544896,1,B,0
1,0,58.16147519,0,A,0
0,0,56.27844348,0,A,0
0,0,53.86812412,0,A,0
0,0,51.60290543,0,B,0
1,0,37.80374183,0,B,0
1,0,49.06666272,1,B,1
0,0,57.27316142,0,A,0
1,1,45.00878795,0,B,0
1,0,50.54635736,0,B,0
1,0,46.93385423,0,B,0
1,0,66.2960312,0,B,0
1,0,45.51122152,0,A,0
0,0,43.968727,0,B,0
1,0,39.66019804,0,A,0
0,0,41.42038767,1,B,0
0,0,61.01206233,0,B,0
1,0,41.84206204,0,B,0
1,0,38.32520169,0,B,0
1,1,61.59134602,1,A,1
1,0,42.99300049,0,A,0
0,0,54.62919337,0,B,0
1,0,60.46805761,0,A,0
1,0,58.48992835,1,B,1
0,1,44.38663019,0,A,0
1,0,38.82376968,0,B,0
1,0,43.88399178,0,A,0
1,1,55.69935265,1,B,1
1,0,42.4218065,0,B,0
1,0,46.31580031,0,B,0
0,0,53.12419675,0,B,0
1,1,41.96111288,0,B,0
1,0,62.13304339,1,B,1
0,0,40.28958876,0,B,0
1,0,61.86151643,0,A,0
1,0,62.48092903,0,A,0
0,0,52.27890172,0,A,0
1,0,59.0428307,1,B,0
0,0,58.35808707,0,A,0
0,1,42.641037,0,A,0
1,0,40.72868188,1,A,0
1,0,60.52222039,0,A,0
0,0,59.21623088,0,A,0
1,0,64.50968716,1,A,1
0,1,41.76604555,0,A,0
0,0,49.86541986,0,A,0
0,0,29.12934158,0,B,0
0,0,59.34202996,0,B,0
0,0,58.88102501,0,B,0
1,0,56.21902371,1,A,1
1,0,52.80740566,0,B,0
0,0,42.17490108,0,B,0
1,0,51.09866751,0,B,0
0,1,51.06943735,0,B,0
1,0,78.394857,0,A,0
0,0,61.19795658,0,A,0
1,1,70.92319185,1,B,0
1,1,25.72162471,1,B,0
1,0,49.3288964,1,B,1
0,1,53.29932851,0,B,0
0,0,54.75857026,0,A,0
1,0,58.53935378,0,B,0
1,0,62.76309502,1,B,1
1,0,32.05482525,0,A,0
0,0,58.20184662,0,B,0
1,0,62.03565541,1,A,1
1,0,58.78259199,1,A,1
0,0,58.56391484,0,A,0
0,0,64.01200399,0,B,0
1,0,55.03681983,0,B,0
0,0,49.96780136,0,B,0
0,1,57.78723107,1,A,0
0,0,61.72479174,0,B,0
1,0,66.37538207,1,A,1
1,0,29.71376848,1,B,0
1,0,64.44918265,0,B,0
0,0,58.60119404,0,B,0
1,0,68.17456077,1,B,1
1,0,64.39454678,1,B,1
0,0,56.14903187,0,A,0
1,0,58.19785943,1,A,1
0,0,55.88821408,0,B,0
0,1,50.15909549,0,B,0
1,0,62.51973254,1,B,0
0,0,56.29122276,1,A,0
0,0,49.55220785,0,A,0
1,0,32.88045482,0,B,0
0,0,55.78775937,0,B,0
0,0,54.47090551,0,B,0
0,0,42.3643059,0,A,0
1,0,41.07887375,0,A,0
0,0,66.61299296,1,B,0
0,0,40.20737574,0,A,0
1,0,53.34157102,1,B,0
1,0,56.57214845,1,A,1
0,0,55.91252475,1,B,0
0,0,57.32552908,0,B,0
0,1,49.14117816,0,B,0
1,0,56.03647695,0,B,0
0,0,39.91217816,0,B,0
1,0,59.12679109,1,A,1
0,0,62.42415823,0,B,0
0,0,60.03676677,1,A,0
0,0,61.76301355,1,B,0
1,0,67.59306647,1,A,1
0,1,47.91460172,1,B,0
1,0,63.41511641,0,B,0
0,0,39.61763142,0,A,0
1,0,43.58768618,1,B,0
0,0,58.67390191,0,B,0
0,1,57.59770008,0,A,0
0,0,63.36954739,0,A,0
1,1,50.53363519,0,A,0
1,0,63.8941512,0,A,0
0,1,38.93425168,0,A,0
0,0,48.85947291,0,B,0
0,0,53.26338637,1,B,0
1,0,46.72410953,0,B,0
1,1,42.43329316,0,B,0
0,0,73.39439963,0,B,0
1,0,59.63004993,0,B,0
0,0,45.71181446,0,B,0
0,0,70.07819852,0,A,0
0,0,65.553034,1,B,0
1,0,52.29217705,0,A,0
0,0,47.75630974,1,B,0
1,0,65.21116113,1,A,1
1,1,36.13287208,0,B,0
1,0,48.51199023,0,B,0
0,0,48.02432762,0,B,0
1,0,36.18768668,1,B,0
0,0,40.08154901,0,B,0
1,0,51.31655627,0,A,0
1,0,57.83827271,1,A,0
0,0,54.00460897,0,A,0
0,0,39.76453138,0,B,0
1,0,42.02142671,0,B,0
0,0,47.10497589,0,A,0
0,0,53.4100169,0,B,0
1,0,59.31877145,1,A,1
1,0,46.96217833,0,A,0
1,0,43.84524597,0,B,0
1,1,62.44020366,0,B,0
1,1,44.297234,0,A,0
0,0,30.27051662,0,B,0
1,0,62.187177,1,B,1
1,0,48.7745288,0,A,0
0,0,41.10573257,0,B,0
0,1,32.88580011,1,B,0
0,0,52.19840176,1,A,0
1,0,50.07200902,0,B,0
1,0,39.37578586,0,B,0
0,0,70.43035415,0,B,0
0,0,45.80647508,0,A,0
0,1,76.17813492,0,A,0
0,0,40.8138599,0,A,0
1,1,45.19423849,0,B,0
1,0,55.35987589,0,B,0
0,0,46.62050588,0,A,0
1,0,52.02297371,0,B,0
0,0,51.31073119,1,B,0
1,0,63.45877176,1,A,1
0,0,48.09313578,1,A,0
1,0,63.57375966,1,A,1
0,0,28.39644266,0,B,0
0,0,50.88543046,1,A,0
1,0,44.75446647,0,A,0
1,0,68.97347869,1,B,1
1,0,36.03699083,0,A,0
0,1,41.34354613,0,A,0
0,0,60.08780473,0,A,0
0,1,52.672041,0,B,0
0,0,32.39130124,0,B,0
0,1,39.1264977,0,B,0
0,0,54.86025882,0,A,0
1,0,45.9814582,0,A,0
1,0,58.58798315,1,B,1
1,0,66.23688075,1,A,1
1,0,58.73664483,1,B,1
0,0,51.7131519,0,A,0
0,0,52.0195605,0,A,0
1,0,60.33829096,0,B,0
1,0,61.41191649,1,B,1
1,0,43.52817589,0,A,0
0,0,58.20736459,0,A,0
0,0,31.32500354,0,B,0
0,0,33.66890257,0,B,0
0,0,54.84303975,0,A,0
1,1,54.51052639,0,A,0
0,0,42.39807779,1,A,0
1,0,51.29236765,0,A,0
0,0,50.99424759,0,A,0
0,0,54.51998284,0,B,0
1,0,52.89615691,0,A,0
0,0,34.09994432,0,B,0
1,0,62.8588508,1,B,1
1,0,40.81348808,0,A,0
